original order,Year,Gender,Type,Fatal (Y/N/UNKNOWN),Country
4600.0,2004.0,M,Unprovoked,N,VENEZUELA
4601.0,2004.0,M,Unprovoked,N,VENEZUELA
4602.0,2004.0,M,Invalid,,NEW ZEALAND
4603.0,2004.0,M,Unprovoked,N,URUGUAY
4604.0,2004.0,M,Unprovoked,N,AUSTRALIA
4605.0,2004.0,M,Unprovoked,N,AUSTRALIA
4606.0,2004.0,M,Unprovoked,Y,EGYPT
4607.0,2004.0,M,Invalid,,AUSTRALIA
4608.0,2004.0,M,Unprovoked,N,AUSTRALIA
4609.0,2004.0,M,Unprovoked,N,NEW ZEALAND
4610.0,2004.0,M,Unprovoked,Y,BRAZIL
4611.0,2004.0,M,Unprovoked,N,AUSTRALIA
4612.0,2004.0,M,Unprovoked,N,USA
4613.0,2004.0,M,Unprovoked,N,NEW ZEALAND
4614.0,2004.0,F,Unprovoked,N,USA
4615.0,2004.0,M,Unprovoked,N,USA
4616.0,2004.0,M,Unprovoked,N,REUNION
4617.0,2004.0,M,Unprovoked,N,USA
4618.0,2004.0,M,Unprovoked,N,BRAZIL
4619.0,2004.0,M,Unprovoked,N,USA
4620.0,2004.0,M,Unprovoked,N,USA
4621.0,2004.0,F,Invalid,,USA
4622.0,2004.0,M,Unprovoked,N,SOUTH AFRICA
4623.0,2004.0,M,Unprovoked,Y,USA
4624.0,2004.0,M,Invalid,Y, TONGA
4625.0,2004.0,M,Unprovoked,Y, TONGA
4626.0,2004.0,,Boat,N,NEW ZEALAND
4627.0,2004.0,M,Unprovoked,N,AUSTRALIA
4628.0,2004.0,M,Unprovoked,Y,BRAZIL
4629.0,2004.0,M,Unprovoked,N,USA
4630.0,2004.0,M,Provoked,N,BAHAMAS
4631.0,2004.0,F,Unprovoked,N,BRAZIL
4632.0,2004.0,F,Unprovoked,N,USA
4633.0,2004.0,M,Invalid,,USA
4634.0,2004.0,M,Unprovoked,N,USA
4635.0,2004.0,M,Unprovoked,N,USA
4636.0,2004.0,M,Unprovoked,N,BRAZIL
4637.0,2004.0,M,Unprovoked,N,USA
4638.0,2004.0,M,Unprovoked,Y,SOUTH AFRICA
4639.0,2004.0,M,Unprovoked,N,USA
4640.0,2004.0,M,Unprovoked,N,AUSTRALIA
4641.0,2004.0,F,Unprovoked,N,USA
4642.0,2004.0,M,Invalid,,AUSTRALIA
4643.0,2004.0,M,Unprovoked,N,USA
4644.0,2004.0,M,Unprovoked,N,USA
4645.0,2004.0,F,Unprovoked,N,EGYPT
4646.0,2004.0,M,Unprovoked,Y,AUSTRALIA
4647.0,2004.0,M,Unprovoked,N,JAPAN
4648.0,2004.0,,Boating,N,AUSTRALIA
4649.0,2004.0,M,Unprovoked,N,USA
4650.0,2004.0,F,Unprovoked,N,USA
4651.0,2004.0,F,Unprovoked,N,USA
4652.0,2004.0,F,Unprovoked,N,USA
4653.0,2004.0,M,Unprovoked,N,RUSSIA
4654.0,2004.0,F,Unprovoked,N,USA
4655.0,2004.0,,Boat,N,SOUTH AFRICA
4656.0,2004.0,M,Unprovoked,N,AUSTRALIA
4657.0,2004.0,M,Unprovoked,N,USA
4658.0,2004.0,M,Unprovoked,Y,USA
4659.0,2004.0,M,Unprovoked,N,USA
4660.0,2004.0,M,Unprovoked,N,BRAZIL
4661.0,2004.0,F,Unprovoked,N,USA
4662.0,2004.0,F,Unprovoked,N,USA
4663.0,2004.0,,Unprovoked,Y,BRAZIL
4664.0,2004.0,M,Invalid,,USA
4665.0,2004.0,M,Unprovoked,N,USA
4666.0,2004.0,,Boat,N,AUSTRALIA
4667.0,2004.0,M,Unprovoked,N,USA
4668.0,2004.0,M,Unprovoked,N,USA
4669.0,2004.0,M,Unprovoked,N,REUNION
4670.0,2004.0,M,Unprovoked,N,SOUTH AFRICA
4671.0,2004.0,M,Unprovoked,N,USA
4672.0,2004.0,M,Unprovoked,N,USA
4673.0,2004.0,M,Unprovoked,N,AUSTRALIA
4674.0,2004.0,M,Unprovoked,N,SOUTH AFRICA
4675.0,2004.0,,Invalid,,NEW ZEALAND
4676.0,2004.0,M,Unprovoked,N,CUBA
4677.0,2004.0,,Unprovoked,N,NEW CALEDONIA
4678.0,2004.0,M,Unprovoked,N,VANUATU
4679.0,2004.0,lli,Unprovoked,N,USA
4680.0,2004.0,F,Unprovoked,Y,SOUTH AFRICA
4681.0,2004.0,M,Unprovoked,N,SOUTH AFRICA
4682.0,2004.0,M,Unprovoked,N,SOUTH AFRICA
4683.0,2004.0,M,Unprovoked,Y,AUSTRALIA
4684.0,2004.0,M,Unprovoked,Y,AUSTRALIA
4685.0,2004.0,F,Invalid,,SRI LANKA
4686.0,2005.0,M,Boating,N,NEW ZEALAND
4687.0,2005.0,,Provoked,N,AUSTRALIA
4688.0,2005.0,M,Provoked,N,AUSTRALIA
4689.0,2005.0,M,Unprovoked,N,CUBA
4690.0,2005.0,M,Unprovoked,N,BRAZIL
4691.0,2005.0,M,Unprovoked,N,USA
4692.0,2005.0,M,Unprovoked,N,USA
4693.0,2005.0,M,Provoked,N,USA
4694.0,2005.0,M,Unprovoked,N,AUSTRALIA
4695.0,2005.0,M,Unprovoked,N,SOLOMON ISLANDS
4696.0,2005.0,M,Provoked,N,NEW ZEALAND
4697.0,2005.0,M,Invalid,,SOUTH AFRICA
4698.0,2005.0,M,Provoked,N,USA
4699.0,2005.0,M,Unprovoked,Y,AUSTRALIA
4700.0,2005.0,M,Unprovoked,N,VENEZUELA
4701.0,2005.0,M,Unprovoked,N,AUSTRALIA
4702.0,2005.0,M,Unprovoked,N,SOUTH AFRICA
4703.0,2005.0,F,Invalid,,HONDURAS
4704.0,2005.0,F,Unprovoked,N,USA
4705.0,2005.0,M,Unprovoked,N,USA
4706.0,2005.0,M,Invalid,,USA
4707.0,2005.0,F,Unprovoked,N,USA
4708.0,2005.0,M,Unprovoked,N,AUSTRALIA
4709.0,2005.0,M,Unprovoked,N,AUSTRALIA
4710.0,2005.0,,Unprovoked,N,AUSTRALIA
4711.0,2005.0,M,Provoked,N,AUSTRALIA
4712.0,2005.0,M,Unprovoked,N,USA
4713.0,2005.0,M,Sea Disaster,N,USA
4714.0,2005.0,M,Unprovoked,N,MADAGASCAR
4715.0,2005.0,,Boating,N,USA
4716.0,2005.0,M,Unprovoked,N,AUSTRALIA
4717.0,2005.0,M,Unprovoked,N,SOUTH AFRICA
4718.0,2005.0,F,Unprovoked,N,USA
4719.0,2005.0,M,Unprovoked,N,USA
4720.0,2005.0,M,Unprovoked,N,USA
4721.0,2005.0,M,Unprovoked,Y,SOUTH AFRICA
4722.0,2005.0,M,Invalid,,USA
4723.0,2005.0,F,Unprovoked,N,USA
4724.0,2005.0,F,Unprovoked,N,SOUTH KOREA
4725.0,2005.0,M,Unprovoked,N,USA
4726.0,2005.0,M,Invalid,,USA
4727.0,2005.0,M,Unprovoked,N,MEXICO 
4728.0,2005.0,F,Unprovoked,Y,VANUATU
4729.0,2005.0,F,Unprovoked,Y,USA
4730.0,2005.0,M,Unprovoked,N,USA
4731.0,2005.0,M,Unprovoked,N,USA
4732.0,2005.0,F,Unprovoked,N,USA
4733.0,2005.0,M,Unprovoked,N,USA
4734.0,2005.0,,Invalid,,AUSTRALIA
4735.0,2005.0,M,Provoked,N,CHINA
4736.0,2005.0,M,Invalid,,LIBERIA
4737.0,2005.0,M,Invalid,,USA
4738.0,2005.0,M,Unprovoked,N,USA
4739.0,2005.0,F,Unprovoked,N,USA
4740.0,2005.0,M,Invalid,,Seychelles
4741.0,2005.0,M,Unprovoked,N,USA
4742.0,2005.0,M,Unprovoked,N,USA
4743.0,2005.0,,Invalid,,SOUTH AFRICA
4744.0,2005.0,M,Unprovoked,N,USA
4745.0,2005.0,M,Unprovoked,N,USA
4746.0,2005.0,M,Invalid,,USA
4747.0,2005.0,M,Unprovoked,N,USA
4748.0,2005.0,M,Unprovoked,Y,AUSTRALIA
4749.0,2005.0,M,Provoked,Y,THAILAND
4750.0,2005.0,M,Unprovoked,N,USA
4751.0,2005.0,M,Unprovoked,N,AUSTRALIA
4752.0,2005.0,F,Unprovoked,N,USA
4753.0,2005.0,M,Unprovoked,N,AUSTRALIA
4754.0,2005.0,M,Unprovoked,Y,USA
4755.0,2005.0,F,Unprovoked,N,USA
4756.0,2005.0,M,Invalid,,USA
4757.0,2005.0,M,Unprovoked,N,AUSTRALIA
4758.0,2005.0,M,Unprovoked,N,AUSTRALIA
4759.0,2005.0,M,Unprovoked,N,AUSTRALIA
4760.0,2005.0,M,Unprovoked,N,SOUTH AFRICA
4761.0,2005.0,M,Unprovoked,N,BAHAMAS
4762.0,2005.0,M,Unprovoked,N,USA
4763.0,2005.0,F,Unprovoked,N,GRAND CAYMAN
4764.0,2005.0,M,Unprovoked,N,USA
4765.0,2005.0,M,Provoked,N,USA
4766.0,2005.0,F,Unprovoked,N,USA
4767.0,2005.0,M,Unprovoked,N,USA
4768.0,2005.0,M,Unprovoked,N,SOUTH AFRICA
4769.0,2005.0,M,Unprovoked,N,ST. MAARTIN
4770.0,2005.0,M,Unprovoked,N,USA
4771.0,2005.0,M,Unprovoked,N,USA
4772.0,2005.0,M,Unprovoked,N,USA
4773.0,2005.0,M,Unprovoked,N,USA
4774.0,2005.0,M,Provoked,N,SOUTH AFRICA
4775.0,2005.0,,Boat,N,NEW CALEDONIA
4776.0,2005.0,M,Unprovoked,N,USA
4777.0,2005.0,M,Unprovoked,N,USA
4778.0,2005.0,,Unprovoked,N,NEW CALEDONIA
4779.0,2005.0,M,Unprovoked,N,SOUTH AFRICA
4780.0,2005.0,M,Unprovoked,N,AUSTRALIA
4781.0,2005.0,,Boat,N,AUSTRALIA
4782.0,2005.0,M,Unprovoked,N,USA
4783.0,2005.0,M,Unprovoked,N,USA
4784.0,2005.0,,Boat,N,AUSTRALIA
4785.0,2005.0,M,Unprovoked,N,AUSTRALIA
4786.0,2005.0,,Boating,N,ATLANTIC OCEAN
4787.0,2005.0,M,Unprovoked,N,USA
4788.0,2005.0,M,Unprovoked,N,USA
4789.0,2006.0,M,Unprovoked,N,SOUTH AFRICA
4790.0,2006.0,M,Unprovoked,N,USA
4791.0,2006.0,F,Unprovoked,Y,AUSTRALIA
4792.0,2006.0,M,Invalid,,BAHAMAS
4793.0,2006.0,M,Unprovoked,N,AUSTRALIA
4794.0,2006.0,M,Unprovoked,N,USA
4795.0,2006.0,F,Boating,N,ATLANTIC OCEAN
4796.0,2006.0,M,Unprovoked,N,SOUTH AFRICA
4797.0,2006.0,M,Boating,N,ATLANTIC OCEAN
4798.0,2006.0,M,Boating,N,USA
4799.0,2006.0,F,Unprovoked,Y,TONGA
4800.0,2006.0,M,Unprovoked,N,SOUTH AFRICA
4801.0,2006.0,M,Boating,N,AUSTRALIA
4802.0,2006.0,M,Unprovoked,N,AUSTRALIA
4803.0,2006.0,M,Unprovoked,N,AUSTRALIA
4804.0,2006.0,M,Invalid,,USA
4805.0,2006.0,F,Unprovoked,N,USA
4806.0,2006.0,M,Unprovoked,N,AUSTRALIA
4807.0,2006.0,M,Unprovoked,N,FIJI
4808.0,2006.0,M,Invalid,,SOUTH AFRICA
4809.0,2006.0,F,Unprovoked,N,USA
4810.0,2006.0,M,Unprovoked,Y,Sierra Leone
4811.0,2006.0,M,Unprovoked,N,USA
4812.0,2006.0,M,Unprovoked,N,BRAZIL
4813.0,2006.0,M,Unprovoked,N,SOUTH AFRICA
4814.0,2006.0,M,Unprovoked,N,AUSTRALIA
4815.0,2006.0,M,Provoked,N,USA
4816.0,2006.0,F,Unprovoked,N,USA
4817.0,2006.0,M,Unprovoked,N,USA
4818.0,2006.0,M,Invalid,,USA
4819.0,2006.0,M,Provoked,N,AUSTRALIA
4820.0,2006.0,F,Unprovoked,N,USA
4821.0,2006.0,M,Unprovoked,N,USA
4822.0,2006.0,F,Unprovoked,N,USA
4823.0,2006.0,M,Unprovoked,N,BRAZIL
4824.0,2006.0,M,Provoked,N,USA
4825.0,2006.0,M,Unprovoked,N,USA
4826.0,2006.0,,Provoked,N,USA
4827.0,2006.0,M,Unprovoked,N,USA
4828.0,2006.0,M,Unprovoked,N,AUSTRALIA
4829.0,2006.0,F,Unprovoked,N,USA
4830.0,2006.0,M,Unprovoked,N,USA
4831.0,2006.0,M,Unprovoked,N,USA
4832.0,2006.0,M,Unprovoked,Y,BRAZIL
4833.0,2006.0,F,Unprovoked,N,USA
4834.0,2006.0,M,Unprovoked,N,BAHAMAS
4835.0,2006.0,M,Provoked,N,USA
4836.0,2006.0,F,Unprovoked,N,USA
4837.0,2006.0,M,Unprovoked,N,USA
4838.0,2006.0,F,Unprovoked,N,USA
4839.0,2006.0,M,Unprovoked,N,USA
4840.0,2006.0,F,Unprovoked,N,USA
4841.0,2006.0,M,Unprovoked,N,USA
4842.0,2006.0,M,Unprovoked,N,USA
4843.0,2006.0,M,Unprovoked,Y,BRAZIL
4844.0,2006.0,F,Unprovoked,N,USA
4845.0,2006.0,F,Invalid,,SPAIN
4846.0,2006.0,M,Unprovoked,N,USA
4847.0,2006.0,,Invalid,,AUSTRALIA
4848.0,2006.0,M,Unprovoked,N,USA
4849.0,2006.0,M,Unprovoked,N,USA
4850.0,2006.0,M,Unprovoked,N,SOUTH AFRICA
4851.0,2006.0,M,Unprovoked,N,USA
4852.0,2006.0,M,Invalid,N,USA
4853.0,2006.0,M,Unprovoked,N,USA
4854.0,2006.0,,Provoked,N,USA
4855.0,2006.0,M,Unprovoked,N,REUNION
4856.0,2006.0,F,Unprovoked,N,USA
4857.0,2006.0,M,Unprovoked,N,SOUTH AFRICA
4858.0,2006.0,M,Unprovoked,N,SOUTH AFRICA
4859.0,2006.0,M,Unprovoked,Y,REUNION
4860.0,2006.0,M,Sea Disaster,Y,ITALY
4861.0,2006.0,M,Invalid,,BELIZE
4862.0,2006.0,M,Invalid,,BRAZIL
4863.0,2006.0,M,Unprovoked,N,REUNION
4864.0,2006.0,M,Unprovoked,N,AUSTRALIA
4865.0,2006.0,M,Unprovoked,N,USA
4866.0,2006.0,M,Unprovoked,N,SOUTH AFRICA
4867.0,2006.0,M,Unprovoked,N,USA
4868.0,2006.0,M,Unprovoked,N,USA
4869.0,2006.0,M,Unprovoked,Y,BRAZIL
4870.0,2006.0,M,Invalid,,AUSTRALIA
4871.0,2006.0,M,Unprovoked,N,USA
4872.0,2006.0,M,Unprovoked,N,USA
4873.0,2006.0,M,Unprovoked,N,USA
4874.0,2006.0,M,Provoked,N,USA
4875.0,2006.0,M,Unprovoked,N,USA
4876.0,2006.0,M,Invalid,,SOUTH AFRICA
4877.0,2006.0,,Unprovoked,Y,GULF OF ADEN
4878.0,2006.0,F,Unprovoked,N,BAHAMAS
4879.0,2006.0,M,Unprovoked,N,USA
4880.0,2006.0,M,Unprovoked,N,USA
4881.0,2006.0,M,Unprovoked,N,USA
4882.0,2006.0,M,Unprovoked,N,USA
4883.0,2006.0,M,Unprovoked,N,USA
4884.0,2006.0,M,Provoked,N,SOUTH AFRICA
4885.0,2006.0,M,Unprovoked,N,USA
4886.0,2006.0,,Sea Disaster,Y,PHILIPPINES
4887.0,2006.0,M,Unprovoked,N,AUSTRALIA
4888.0,2006.0,M,Provoked,N,SOUTH AFRICA
4889.0,2006.0,M,Unprovoked,N,USA
4890.0,2006.0,M,Unprovoked,N,NEW ZEALAND
4891.0,2006.0,M,Unprovoked,N,AUSTRALIA
4892.0,2007.0,M,Unprovoked,N,USA
4893.0,2007.0,M,Invalid,,USA
4894.0,2007.0,M,Unprovoked,N,AUSTRALIA
4895.0,2007.0,M,Unprovoked,Y,SOUTH AFRICA
4896.0,2007.0,M,Invalid,,AUSTRALIA
4897.0,2007.0,M,Unprovoked,N,AUSTRALIA
4898.0,2007.0,,Boat,N,USA
4899.0,2007.0,M,Unprovoked,N,NEW CALEDONIA
4900.0,2007.0,M,Unprovoked,N,NEW CALEDONIA
4901.0,2007.0,M,Unprovoked,N,AUSTRALIA
4902.0,2007.0,M,Invalid,,COSTA RICA
4903.0,2007.0,M,Provoked,N,NEW ZEALAND
4904.0,2007.0,M,Unprovoked,N,USA
4905.0,2007.0,F,Unprovoked,N,AUSTRALIA
4906.0,2007.0,M,Provoked,N,USA
4907.0,2007.0,F,Unprovoked,N,AUSTRALIA
4908.0,2007.0,M,Unprovoked,N,USA
4909.0,2007.0,,Unprovoked,Y,YEMEN
4910.0,2007.0,M,Unprovoked,N,USA
4911.0,2007.0,M,Unprovoked,N,USA
4912.0,2007.0,M,Unprovoked,N,USA
4913.0,2007.0,M,Unprovoked,N,NEW CALEDONIA
4914.0,2007.0,,Boat,N,USA
4915.0,2007.0,M,Unprovoked,N,USA
4916.0,2007.0,M,Unprovoked,N,USA
4917.0,2007.0,F,Unprovoked,N,AUSTRALIA
4918.0,2007.0,F,Provoked,N,BAHAMAS
4919.0,2007.0,,Sea Disaster,Y,TURKS & CAICOS
4920.0,2007.0,M,Unprovoked,N,USA
4921.0,2007.0,F,Unprovoked,N,USA
4922.0,2007.0,M,Invalid,,AUSTRALIA
4923.0,2007.0,M,Unprovoked,N,SEYCHELLES
4924.0,2007.0,F,Unprovoked,N,USA
4925.0,2007.0,M,Unprovoked,N,AUSTRALIA
4926.0,2007.0,F,Unprovoked,N,AUSTRALIA
4927.0,2007.0,M,Provoked,N,ENGLAND
4928.0,2007.0,F,Provoked,N,USA
4929.0,2007.0,F,Unprovoked,N,USA
4930.0,2007.0,M,Unprovoked,N,AUSTRALIA
4931.0,2007.0,F,Unprovoked,N,USA
4932.0,2007.0,F,Invalid,,USA
4933.0,2007.0,M,Unprovoked,N,USA
4934.0,2007.0,M,Unprovoked,N,USA
4935.0,2007.0,F,Unprovoked,N,USA
4936.0,2007.0,M,Provoked,N,USA
4937.0,2007.0,,Invalid,,SENEGAL
4938.0,2007.0,M,Unprovoked,N,REUNION
4939.0,2007.0,M,Unprovoked,N,USA
4940.0,2007.0,F,Unprovoked,N,BAHAMAS
4941.0,2007.0,F,Unprovoked,N,USA
4942.0,2007.0,F,Invalid,,USA
4943.0,2007.0,M,Provoked,N,NORWAY
4944.0,2007.0,M,Unprovoked,N,USA
4945.0,2007.0,M,Unprovoked,N,AUSTRALIA
4946.0,2007.0,M,Unprovoked,N,USA
4947.0,2007.0,M,Boating,N,USA
4948.0,2007.0,M,Unprovoked,N,USA
4949.0,2007.0,M,Unprovoked,N,USA
4950.0,2007.0,M,Unprovoked,N,USA
4951.0,2007.0,F,Unprovoked,N,USA
4952.0,2007.0,M,Unprovoked,N,USA
4953.0,2007.0,M,Unprovoked,N,USA
4954.0,2007.0,M,Unprovoked,N,USA
4955.0,2007.0,F,Unprovoked,N,USA
4956.0,2007.0,M,Unprovoked,N,USA
4957.0,2007.0,M,Unprovoked,N,USA
4958.0,2007.0,M,Unprovoked,N,USA
4959.0,2007.0,M,Unprovoked,N,USA
4960.0,2007.0,M,Provoked,N,USA
4961.0,2007.0,M,Provoked,N,USA
4962.0,2007.0,M,Unprovoked,N,USA
4963.0,2007.0,M,Unprovoked,N,USA
4964.0,2007.0,M,Unprovoked,N,USA
4965.0,2007.0,M,Unprovoked,N,USA
4966.0,2007.0,M,Unprovoked,N,USA
4967.0,2007.0,F,Unprovoked,N,USA
4968.0,2007.0,M,Unprovoked,N,USA
4969.0,2007.0,F,Unprovoked,N,USA
4970.0,2007.0,F,Unprovoked,N,USA
4971.0,2007.0,M,Unprovoked,N,USA
4972.0,2007.0,F,Unprovoked,N,USA
4973.0,2007.0,M,Unprovoked,N,USA
4974.0,2007.0,M,Unprovoked,N,SOLOMON ISLANDS
4975.0,2007.0,M,Unprovoked,N,USA
4976.0,2007.0,F,Unprovoked,N,USA
4977.0,2007.0,F,Invalid,,USA
4978.0,2007.0,F,Unprovoked,N,EGYPT
4979.0,2007.0,F,Unprovoked,N,USA
4980.0,2007.0,F,Unprovoked,N,BAHAMAS
4981.0,2007.0,F,Unprovoked,Y,NEW CALEDONIA
4982.0,2007.0,M,Sea Disaster,Y,PHILIPPINES
4983.0,2007.0,M,Unprovoked,N,USA
4984.0,2007.0,M,Unprovoked,N,USA
4985.0,2007.0,M,Unprovoked,N,USA
4986.0,2007.0,M,Unprovoked,N,AUSTRALIA
4987.0,2007.0,F,Unprovoked,N,AUSTRALIA
4988.0,2007.0,M,Unprovoked,N,USA
4989.0,2007.0,M,Invalid,,MEXICO
4990.0,2007.0,M,Unprovoked,N,SOUTH AFRICA
4991.0,2007.0,M,Unprovoked,N,USA
4992.0,2007.0,M,Unprovoked,N,USA
4993.0,2007.0,M,Unprovoked,N,SOUTH AFRICA
4994.0,2007.0,M,Unprovoked,N,AUSTRALIA
4995.0,2007.0,M,Provoked,N,AUSTRALIA
4996.0,2007.0,M,Unprovoked,N,BRAZIL
4997.0,2007.0,F,Unprovoked,N,NEW ZEALAND
4998.0,2007.0,M,Unprovoked,N,USA
4999.0,2007.0,M,Invalid,,AUSTRALIA
5000.0,2007.0,M,Unprovoked,N,AUSTRALIA
5001.0,2007.0,M,Unprovoked,N,AUSTRALIA
5002.0,2007.0,M,Invalid,,BRITISH VIRGIN ISLANDS
5003.0,2007.0,M,Unprovoked,N,ECUADOR
5004.0,2008.0,M,Unprovoked,N,MEXICO
5005.0,2008.0,M,Provoked,N,USA
5006.0,2008.0,M,Unprovoked,N,USA
5007.0,2008.0,,Boat,N,NEW ZEALAND
5008.0,2008.0,M,Invalid,,NEW ZEALAND
5009.0,2008.0,M,Provoked,N,AUSTRALIA
5010.0,2008.0,M,Unprovoked,N,SOUTH AFRICA
5011.0,2008.0,M,Provoked,,JAPAN
5012.0,2008.0,M,Unprovoked,N,USA
5013.0,2008.0,F,Unprovoked,N,AUSTRALIA
5014.0,2008.0,M,Unprovoked,N,USA
5015.0,2008.0,M,Unprovoked,N,FRENCH POLYNESIA
5016.0,2008.0,M,Unprovoked,Y,BAHAMAS
5017.0,2008.0,M,Unprovoked,N,USA
5018.0,2008.0,M,Unprovoked,N,USA
5019.0,2008.0,M,Unprovoked,N,USA
5020.0,2008.0,M,Unprovoked,N,USA
5021.0,2008.0,M,Unprovoked,N,USA
5022.0,2008.0,M,Unprovoked,N,USA
5023.0,2008.0,M,Unprovoked,N,SOUTH AFRICA
5024.0,2008.0,M,Unprovoked,N,USA
5025.0,2008.0,M,Unprovoked,Y,AUSTRALIA
5026.0,2008.0,,Unprovoked,N,USA
5027.0,2008.0,M,Unprovoked,N,USA
5028.0,2008.0,M,Unprovoked,N,FIJI
5029.0,2008.0,M,Unprovoked,N,USA
5030.0,2008.0,M,Invalid,,AUSTRALIA
5031.0,2008.0,M,Invalid,,MEXICO
5032.0,2008.0,M,Invalid,,SOUTH AFRICA
5033.0,2008.0,M,Unprovoked,UNKNOWN,AUSTRALIA
5034.0,2008.0,M,Unprovoked,N,USA
5035.0,2008.0,M,Unprovoked,Y,USA
5036.0,2008.0,M,Provoked,N,USA
5037.0,2008.0,M,Unprovoked,N,NEW CALEDONIA
5038.0,2008.0,M,Unprovoked,N,USA
5039.0,2008.0,M,Unprovoked,N,USA
5040.0,2008.0,M,Unprovoked,Y,MEXICO
5041.0,2008.0,M,Provoked,N,SOUTH AFRICA
5042.0,2008.0,M,Unprovoked,N,USA
5043.0,2008.0,M,Unprovoked,N,NEW CALEDONIA
5044.0,2008.0,M,Unprovoked,N,AUSTRALIA
5045.0,2008.0,M,Unprovoked,Y,FIJI
5046.0,2008.0,M,Unprovoked,Y,MEXICO
5047.0,2008.0,M,Unprovoked,N,MEXICO
5048.0,2008.0,M,Sea Disaster,N,BAHAMAS
5049.0,2008.0,M,Unprovoked,N,USA
5050.0,2008.0,M,Unprovoked,N,BRAZIL
5051.0,2008.0,F,Unprovoked,N,USA
5052.0,2008.0,,Boating,N,SCOTLAND
5053.0,2008.0,M,Unprovoked,N,USA
5054.0,2008.0,M,Unprovoked,N,BRAZIL
5055.0,2008.0,F,Unprovoked,N,USA
5056.0,2008.0,F,Boating,N,USA
5057.0,2008.0,M,Unprovoked,N,BRAZIL
5058.0,2008.0,M,Unprovoked,N,USA
5059.0,2008.0,M,Unprovoked,N,USA
5060.0,2008.0,M,Unprovoked,N,SOUTH AFRICA
5061.0,2008.0,M,Unprovoked,N,SOUTH AFRICA
5062.0,2008.0,M,Unprovoked,N,BAHAMAS
5063.0,2008.0,M,Invalid,,USA
5064.0,2008.0,M,Boating,N,UNITED KINGDOM
5065.0,2008.0,F,Unprovoked,N,USA
5066.0,2008.0,F,Unprovoked,N,USA
5067.0,2008.0,M,Unprovoked,N,USA
5068.0,2008.0,M,Invalid,,USA
5069.0,2008.0,M,Unprovoked,N,EGYPT
5070.0,2008.0,M,Unprovoked,N,USA
5071.0,2008.0,M,Provoked,N,USA
5072.0,2008.0,F,Unprovoked,N,USA
5073.0,2008.0,M,Unprovoked,N,USA
5074.0,2008.0,F,Unprovoked,N,USA
5075.0,2008.0,M,Unprovoked,N,USA
5076.0,2008.0,M,Unprovoked,N,USA
5077.0,2008.0,M,Unprovoked,N,MEXICO
5078.0,2008.0,M,Unprovoked,N,PANAMA
5079.0,2008.0,M,Unprovoked,N,SOUTH AFRICA
5080.0,2008.0,M,Unprovoked,N,AUSTRALIA
5081.0,2008.0,M,Unprovoked,N,USA
5082.0,2008.0,F,Unprovoked,N,USA
5083.0,2008.0,F,Unprovoked,N,USA
5084.0,2008.0,M,Invalid,,USA
5085.0,2008.0,M,Unprovoked,N,USA
5086.0,2008.0,F,Invalid,,USA
5087.0,2008.0,M,Unprovoked,N,USA
5088.0,2008.0,M,Unprovoked,N,USA
5089.0,2008.0,M,Unprovoked,N,USA
5090.0,2008.0,M,Provoked,N,ENGLAND
5091.0,2008.0,M,Invalid,,USA
5092.0,2008.0,M,Unprovoked,N,AUSTRALIA
5093.0,2008.0,M,Unprovoked,N,USA
5094.0,2008.0,M,Unprovoked,N,USA
5095.0,2008.0,M,Unprovoked,N,USA
5096.0,2008.0,M,Unprovoked,N,USA
5097.0,2008.0,M,Unprovoked,N,AUSTRALIA
5098.0,2008.0,M,Unprovoked,N,USA
5099.0,2008.0,M,Unprovoked,N,USA
5100.0,2008.0,M,Unprovoked,N,USA
5101.0,2008.0,M,Provoked,N,AUSTRALIA
5102.0,2008.0,M,Unprovoked,N,USA
5103.0,2008.0,M,Unprovoked,N,USA
5104.0,2008.0,M,Unprovoked,N,CROATIA
5105.0,2008.0,M,Unprovoked,N,USA
5106.0,2008.0,M,Unprovoked,N,AUSTRALIA
5107.0,2008.0,M,Provoked,N,AUSTRALIA
5108.0,2008.0,M,Unprovoked,N,NEW CALEDONIA
5109.0,2008.0,M,Provoked,N,AUSTRALIA
5110.0,2008.0,M,Unprovoked,Y,PHILIPPINES
5111.0,2008.0,M,Sea Disaster,Y,TAIWAN
5112.0,2008.0,M,Boating,N,AUSTRALIA
5113.0,2008.0,F,Unprovoked,N,ECUADOR
5114.0,2008.0,M,Sea Disaster,N,PHILIPPINES
5115.0,2008.0,F,Unprovoked,N,EGYPT
5116.0,2008.0,M,Unprovoked,Y,MOZAMBIQUE
5117.0,2008.0,,Boating,N,AUSTRALIA
5118.0,2008.0,M,Provoked,N,SOUTH AFRICA
5119.0,2008.0,M,Unprovoked,N,NEW ZEALAND
5120.0,2008.0,M,Boating,N,USA
5121.0,2008.0,M,Unprovoked,Y,AUSTRALIA
5122.0,2008.0,M,Boating,N,AUSTRALIA
5123.0,2008.0,M,Unprovoked,N,AUSTRALIA
5124.0,2008.0,,Boating,N,AUSTRALIA
5125.0,2008.0,,Invalid,,AUSTRALIA
5126.0,2009.0,,Unprovoked,N,CUBA
5127.0,2009.0,M,Unprovoked,N,NEW ZEALAND
5128.0,2009.0,M,Unprovoked,N,ECUADOR
5129.0,2009.0,,Boat,N,NEW ZEALAND
