original order,Year,Gender,Type,Fatal (Y/N/UNKNOWN),Country
2.0,0.0,M,Unprovoked,Y,CEYLON (SRI LANKA)
3.0,0.0,M,Unprovoked,Y,PANAMA
4.0,0.0,M,Unprovoked,Y,USA
5.0,0.0,M,Unprovoked,Y,AUSTRALIA
6.0,0.0,M,Unprovoked,Y,AUSTRALIA
7.0,0.0,M,Unprovoked,Y,AUSTRALIA
8.0,0.0,M,Unprovoked,Y,AUSTRALIA
9.0,0.0,M,Unprovoked,Y,AUSTRALIA
10.0,0.0,M,Unprovoked,Y,AUSTRALIA
11.0,0.0,F,Unprovoked,N,USA
12.0,0.0,M,Unprovoked,N,ASIA?
13.0,0.0,M,Unprovoked,Y,SOUTH AFRICA
14.0,0.0,M,Unprovoked,Y,SOUTH AFRICA
15.0,0.0,M,Unprovoked,N,USA
16.0,0.0,,Unprovoked,Y,FIJI
17.0,0.0,M,Unprovoked,Y,SOUTH AFRICA
18.0,0.0,M,Unprovoked,Y,SOUTH AFRICA
19.0,0.0,M,Unprovoked,N,VIETNAM
20.0,0.0,M,Unprovoked,N,USA
21.0,0.0,M,Unprovoked,Y,AUSTRALIA
22.0,0.0,M,Unprovoked,Y,SOUTH AFRICA
23.0,0.0,M,Unprovoked,N,AUSTRALIA
24.0,0.0,F,Unprovoked,N,SOUTH AFRICA
25.0,0.0,,Unprovoked,Y,REUNION
26.0,0.0,M,Unprovoked,UNKNOWN,AUSTRALIA
27.0,0.0,M,Unprovoked,Y,BELIZE
28.0,0.0,M,Unprovoked,N,GREECE
29.0,0.0,M,Boat,N,ITALY
30.0,0.0,M,Unprovoked,Y,BURMA
31.0,0.0,M,Sea Disaster,N,PAPUA NEW GUINEA
32.0,0.0,M,Sea Disaster,N,PAPUA NEW GUINEA
33.0,0.0,M,Provoked,N,BURMA
34.0,0.0,M,Sea Disaster,Y,PACIFIC OCEAN
35.0,0.0,M,Unprovoked,N,SAUDI ARABIA
36.0,0.0,M,Unprovoked,N,SAUDI ARABIA
37.0,0.0,M,Unprovoked,Y,SAUDI ARABIA
38.0,0.0,M,Unprovoked,Y,IRAQ
39.0,0.0,M,Unprovoked,Y,IRAN
40.0,0.0,M,Unprovoked,Y,IRAN
41.0,0.0,M,Unprovoked,Y,IRAN
42.0,0.0,M,Unprovoked,N,AUSTRALIA
43.0,0.0,M,Unprovoked,N,SOLOMON ISLANDS
44.0,0.0,,Sea Disaster,Y,
45.0,0.0,M,Unprovoked,Y,KIRIBATI
46.0,0.0,M,Unprovoked,N,NORTH PACIFIC OCEAN
47.0,0.0,M,Unprovoked,N,KIRIBATI
48.0,0.0,M,Unprovoked,N,MARSHALL ISLANDS
49.0,0.0,M,Provoked,Y,CUBA
50.0,0.0,M,Unprovoked,Y,NICARAGUA
51.0,0.0,M,Unprovoked,Y,INDIA
52.0,0.0,M,Unprovoked,Y,INDONESIA
53.0,0.0,M,Provoked,N,BAHAMAS
54.0,0.0,M,Unprovoked,N,USA
55.0,0.0,M,Unprovoked,Y,MADAGASCAR
56.0,0.0,F,Unprovoked,N,FIJI
57.0,0.0,M,Unprovoked,N,BERMUDA
58.0,0.0,F,Unprovoked,N,USA
59.0,0.0,M,Unprovoked,N,BAHAMAS
60.0,0.0,M,Unprovoked,N,IRAQ
61.0,0.0,M,Unprovoked,N,IRAQ
62.0,0.0,M,Unprovoked,N,IRAQ
63.0,0.0,M,Unprovoked,Y,SEYCHELLES
64.0,0.0,M,Unprovoked,N,MOZAMBIQUE
65.0,0.0,M,Unprovoked,N,FIJI
66.0,0.0,,Unprovoked,N,SINGAPORE
67.0,0.0,M,Unprovoked,N,AUSTRALIA
68.0,0.0,M,Unprovoked,N,AUSTRALIA
69.0,0.0,M,Unprovoked,Y,MEDITERRANEAN SEA
70.0,0.0,M,Unprovoked,Y,USA
71.0,0.0,M,Invalid,,USA
72.0,0.0,F,Unprovoked,Y,GREECE
73.0,0.0,M,Unprovoked,N,USA
74.0,0.0,M,Unprovoked,Y,SOUTH AFRICA
75.0,0.0,F,Unprovoked,N,RED SEA?
76.0,0.0,M,Invalid,Y,PAPUA NEW GUINEA
77.0,0.0,M,Provoked,N,USA
78.0,0.0,M,Unprovoked,N,IRAN
79.0,0.0,M,Provoked,N,VANUATU
80.0,0.0,F,Unprovoked,Y,VANUATU
81.0,0.0,M,Unprovoked,N,SUDAN
82.0,0.0,M,Unprovoked,N,FRENCH POLYNESIA
83.0,0.0,F,Unprovoked,Y,KOREA
84.0,0.0,M,Unprovoked,N,SOLOMON ISLANDS
85.0,0.0,M,Unprovoked,N,REUNION
86.0,0.0,M,Unprovoked,N,USA
87.0,0.0,M,Unprovoked,N,BAHAMAS
88.0,0.0,M,Unprovoked,Y,BAHREIN
89.0,0.0,M,Unprovoked,N,AUSTRALIA
90.0,0.0,M,Unprovoked,Y,SOUTH AFRICA
91.0,0.0,,Boat,N,MOZAMBIQUE
92.0,0.0,M,Unprovoked,Y,GREECE
93.0,0.0,M,Unprovoked,N,USA
94.0,0.0,M,Unprovoked,Y,VENEZUELA
95.0,0.0,M,Unprovoked,N,SRI LANKA
96.0,0.0,M,Unprovoked,N,VIETNAM
97.0,0.0,F,Unprovoked,N,
98.0,0.0,M,Unprovoked,Y,NEW ZEALAND
99.0,0.0,M,Unprovoked,N,AUSTRALIA
100.0,0.0,M,Unprovoked,Y,LIBYA
101.0,0.0,,Unprovoked,Y,DJIBOUTI
102.0,0.0,M,Unprovoked,N,USA
103.0,0.0,F,Unprovoked,N,USA
104.0,0.0,M,Provoked,N,
105.0,0.0,F,Unprovoked,N,SUDAN
106.0,0.0,,Unprovoked,N,SPAIN
107.0,0.0,M,Unprovoked,N,LEBANON
108.0,0.0,M,Provoked,N,INDIA
109.0,0.0,M,Unprovoked,Y,USA
110.0,0.0,F,Unprovoked,Y,GREECE
111.0,0.0,M,Unprovoked,Y,BERMUDA
112.0,0.0,M,Unprovoked,N,USA
113.0,0.0,M,Unprovoked,Y,AUSTRALIA
114.0,0.0,F,Unprovoked,N,AUSTRALIA
115.0,0.0,M,Unprovoked,Y,PAPUA NEW GUINEA
116.0,0.0,M,Unprovoked,N,USA
117.0,0.0,M,Unprovoked,Y,URUGUAY
118.0,0.0,,Unprovoked,N,URUGUAY
119.0,0.0,M,Unprovoked,Y,PANAMA
120.0,0.0,M,Unprovoked,Y,KENYA
121.0,0.0,M,Unprovoked,N,KENYA
122.0,0.0,M,Unprovoked,N,CANADA
123.0,0.0,M,Sea Disaster,Y,ITALY
124.0,0.0,M,Sea Disaster,Y,GREECE
125.0,0.0,M,Unprovoked,Y,GREECE
126.0,0.0,M,Unprovoked,Y,
127.0,5.0,M,Unprovoked,N,AUSTRALIA
128.0,77.0,M,Unprovoked,Y,
129.0,500.0,M,Unprovoked,N,MEXICO
130.0,1543.0,M,Unprovoked,Y,VENEZUELA
131.0,1554.0,M,Unprovoked,UNKNOWN,FRANCE
132.0,1555.0,M,Unprovoked,UNKNOWN,
133.0,1580.0,M,Unprovoked,Y,Between PORTUGAL & INDIA
134.0,1595.0,M,Unprovoked,UNKNOWN,INDIA
135.0,1642.0,M,Unprovoked,Y,USA
136.0,1617.0,,Unprovoked,UNKNOWN,INDIA
137.0,1637.0,,Unprovoked,UNKNOWN,INDIA
138.0,1638.0,M,Unprovoked,UNKNOWN,
139.0,1642.0,M,Invalid,,GUINEA
140.0,1700.0,M,Unprovoked,Y,BARBADOS
141.0,1700.0,M,Unprovoked,N,FRANCE
142.0,1700.0,M,Unprovoked,Y,FRANCE
143.0,1703.0,M,Unprovoked,N,BARBADOS
144.0,1721.0,M,Unprovoked,Y,ITALY
145.0,1723.0,M,Unprovoked,,ROATAN
146.0,1733.0,,Invalid,,ICELAND
147.0,1738.0,M,Unprovoked,Y,ITALY
148.0,1742.0,M,Unprovoked,Y,
149.0,1748.0,M,Unprovoked,Y,PANAMA
150.0,1755.0,M,Unprovoked,UNKNOWN,SWEDEN
151.0,1749.0,M,Unprovoked,N,CUBA
152.0,1751.0,M,Unprovoked,Y,USA
153.0,1753.0,M,Unprovoked,Y,JAMAICA
154.0,1758.0,M,Unprovoked,N,MEDITERRANEAN SEA
155.0,1764.0,M,Unprovoked,Y,SPAIN
156.0,1767.0,M,Invalid,,FRANCE
157.0,1771.0,M,Unprovoked,Y,USA
158.0,1776.0,,Boat,Y,GREENLAND
159.0,1776.0,M,Unprovoked,Y,GUINEA
160.0,1779.0,M,Unprovoked,Y,USA
161.0,1780.0,M,Unprovoked,Y,USA
162.0,1783.0,M,Sea Disaster,Y,MARTINIQUE
163.0,1784.0,M,Unprovoked,Y,JAMAICA
164.0,1785.0,M,Unprovoked,Y,ENGLAND
165.0,1786.0,M,Unprovoked,Y,BARBADOS
166.0,1787.0,M,Unprovoked,Y,
167.0,1788.0,,Boat,N,AUSTRALIA
168.0,1791.0,F,Unprovoked,Y,AUSTRALIA
169.0,1792.0,M,Provoked,Y,ENGLAND
170.0,1797.0,,Unprovoked,Y,
171.0,1800.0,F,Unprovoked,Y,SEYCHELLES
172.0,1801.0,N,Provoked,Y,
173.0,1802.0,,Unprovoked,Y,INDIA
174.0,1803.0,M,Unprovoked,N,AUSTRALIA
175.0,1803.0,M,Sea Disaster,N,USA
176.0,1804.0,,Boat,N,AUSTRALIA
177.0,1805.0,M,Invalid,,USA
178.0,1896.0,M,Sea Disaster,,USA
179.0,1807.0,M,Unprovoked,N,AUSTRALIA
180.0,1808.0,M,Unprovoked,Y,INDIA
181.0,1808.0,,Sea Disaster,,ANTIGUA
182.0,1808.0,M,Unprovoked,Y,JAMAICA
183.0,1810.0,M,Unprovoked,Y,USA
184.0,1811.0,M,Unprovoked,Y,
185.0,1812.0,M,Unprovoked,N,ENGLAND
186.0,1815.0,M,Unprovoked,UNKNOWN,TOBAGO
187.0,1816.0,M,Unprovoked,Y,USA
188.0,1817.0,M,Unprovoked,N,SRI LANKA
189.0,1817.0,M,Unprovoked,Y,SRI LANKA
190.0,1817.0,M,Unprovoked,Y,INDIA
191.0,1817.0,M,Unprovoked,Y,USA
192.0,1818.0,M,Invalid,,NORWAY
193.0,1819.0,M,Invalid,,SPAIN
194.0,1822.0,,Unprovoked,Y,NIGERIA
195.0,1823.0,,Invalid,,JAMAICA
196.0,1825.0,M,Invalid,N,AUSTRALIA
197.0,1825.0,M,Unprovoked,Y,AUSTRALIA
198.0,1826.0,M,Unprovoked,Y,JAMAICA
199.0,1826.0,,Unprovoked,,ENGLAND
200.0,1826.0,M,Sea Disaster,Y,CUBA
201.0,1826.0,M,Unprovoked,Y,GHANA
202.0,1826.0,M,Unprovoked,N,BRAZIL
203.0,1827.0,M,Unprovoked,Y,EGYPT
204.0,1827.0,M,Unprovoked,N,SIERRA LEONE
205.0,1827.0,M,Unprovoked,N,SIERRA LEONE
206.0,1828.0,M,Unprovoked,Y,USA
207.0,1828.0,M,Unprovoked,N,SIERRA LEONE
208.0,1829.0,M,Sea Disaster,Y,CARIBBEAN SEA
209.0,1829.0,M,Unprovoked,Y,USA
210.0,1829.0,M,Unprovoked,N,SIERRA LEONE
211.0,1830.0,M,Unprovoked,Y,
212.0,1830.0,M,Unprovoked,Y,INDIA
213.0,1830.0,M,Unprovoked,Y,INDIA
214.0,1830.0,M,Unprovoked,Y,USA
215.0,1831.0,M,Invalid,,AUSTRALIA
216.0,1831.0,M,Boat,Y,USA
217.0,1832.0,M,Unprovoked,N,AUSTRALIA
218.0,1832.0,F,Unprovoked,N,AUSTRALIA
219.0,1834.0,F,Unprovoked,Y,FRENCH POLYNESIA
220.0,1835.0,M,Unprovoked,N,TASMAN SEA
221.0,1835.0,M,Unprovoked,Y,VANUATU
222.0,1836.0,,Unprovoked,UNKNOWN,AUSTRALIA
223.0,1836.0,,Invalid,,SPAIN
224.0,,M,Unprovoked,Y,ENGLAND
225.0,1837.0,M,Invalid,,USA
226.0,1837.0,M,Unprovoked,Y,AUSTRALIA
227.0,1837.0,M,Unprovoked,N,USA
228.0,1837.0,M,Unprovoked,N,USA
229.0,1839.0,M,Unprovoked,N,FIJI
230.0,1839.0,M,Unprovoked,Y,AUSTRALIA
231.0,1839.0,M,Unprovoked,Y,CUBA
232.0,1839.0,M,Invalid,,AUSTRALIA
233.0,1840.0,,Boat,N,AUSTRALIA
234.0,1840.0,M,Unprovoked,Y,WEST INDIES
235.0,1840.0,M,Unprovoked,Y,USA
236.0,1840.0,M,Unprovoked,N,FIJI
237.0,1840.0,M,Unprovoked,Y,AUSTRALIA
238.0,1841.0,M,Unprovoked,Y,AUSTRALIA
239.0,1842.0,M,Unprovoked,N,AUSTRALIA
240.0,1842.0,M,Unprovoked,Y,INDIA
241.0,1842.0,,Provoked,N,USA
242.0,1842.0,M,Unprovoked,N,USA
243.0,1844.0,M,Unprovoked,Y,MADAGASCAR
244.0,1844.0,M,Unprovoked,Y,Coast of AFRICA
245.0,1844.0,M,Unprovoked,Y,ALGERIA
246.0,1844.0,M,Unprovoked,Y,NAMIBIA
247.0,1845.0,M,Unprovoked,Y,SIERRA LEONE
248.0,1845.0,M,Unprovoked,Y,USA
249.0,1845.0,M,Unprovoked,Y,USA
250.0,1845.0,M,Unprovoked,N,ENGLAND
251.0,1845.0,M,Unprovoked,Y,MEXICO
252.0,1845.0,M,Unprovoked,Y,AUSTRALIA
253.0,1846.0,M,Unprovoked,N,CUBA
254.0,1846.0,M,Unprovoked,Y,AFRICA
255.0,1846.0,M,Sea Disaster,Y,MEXICO
256.0,1847.0,M,Unprovoked,N,USA
257.0,1847.0,M,Invalid,,USA
258.0,1847.0,,Unprovoked,N,AUSTRALIA
259.0,1847.0,,Sea Disaster,Y,MEXICO
260.0,1847.0,M,Sea Disaster,N,AUSTRALIA
261.0,1847.0,M,Unprovoked,N,USA
262.0,1847.0,M,Unprovoked,Y,GREECE
263.0,1847.0,M,Unprovoked,N,USA
264.0,1847.0,M,Unprovoked,N,AUSTRALIA
265.0,1848.0,M,Unprovoked,N,ENGLAND
266.0,1848.0,M,Invalid,,USA
267.0,1848.0,M,Unprovoked,N,USA
268.0,1849.0,M,Invalid,,AUSTRALIA
269.0,1849.0,F,Unprovoked,Y,USA
270.0,1849.0,M,Unprovoked,Y,USA
271.0,1849.0,M,Unprovoked,Y,AUSTRALIA
272.0,1849.0,M,Unprovoked,Y,PERU
273.0,1849.0,M,Unprovoked,Y,AUSTRALIA
274.0,1849.0,M,Unprovoked,Y,AUSTRALIA
275.0,1850.0,M,Unprovoked,Y,NICARAGUA
276.0,1850.0,M,Unprovoked,Y,USA
277.0,1851.0,M,Unprovoked,N,USA
278.0,1851.0,M,Unprovoked,Y,USA
279.0,1851.0,M,Unprovoked,Y,MEXICO
280.0,1852.0,M,Unprovoked,Y,USA
281.0,1852.0,M,Unprovoked,Y,NEW ZEALAND
282.0,1852.0,M,Sea Disaster,Y,SOUTH AFRICA
283.0,1852.0,M,Unprovoked,Y,SOUTH AFRICA
284.0,1852.0,F,Invalid,,ATLANTIC OCEAN
285.0,1852.0,M,Unprovoked,Y,USA
286.0,1852.0,M,Unprovoked,Y,TONGA
287.0,1852.0,M,Unprovoked,Y,AUSTRALIA
288.0,1852.0,M,Provoked,N,PACIFIC OCEAN
289.0,1852.0,M,Invalid,,AUSTRALIA
290.0,1853.0,M,Unprovoked,Y,USA
291.0,1853.0,M,Invalid,,USA
292.0,1853.0,M,Unprovoked,N,USA
293.0,1853.0,M,Unprovoked,Y,AUSTRALIA
294.0,1853.0,M,Unprovoked,N,GREECE
295.0,1853.0,M,Unprovoked,Y,USA
296.0,1853.0,M,Unprovoked,N,USA
297.0,1853.0,M,Unprovoked,N,AUSTRALIA
298.0,1855.0,M,Invalid,,AUSTRALIA
299.0,1855.0,M,Unprovoked,Y,SOLOMON ISLANDS
300.0,1855.0,M,Unprovoked,Y,AUSTRALIA
301.0,1855.0,F,Unprovoked,Y,AUSTRALIA
302.0,1855.0,M,Unprovoked,Y,
303.0,1855.0,M,Sea Disaster,N,USA
304.0,1855.0,M,Unprovoked,Y,AUSTRALIA
305.0,1856.0,M,Unprovoked,UNKNOWN,AUSTRALIA
306.0,1856.0,M,Unprovoked,Y,ENGLAND
307.0,1856.0,M,Unprovoked,Y,
308.0,1856.0,M,Unprovoked,Y,FIJI
309.0,1857.0,M,Unprovoked,Y,USA
310.0,1858.0,M,Unprovoked,Y,TONGA
311.0,1858.0,M,Unprovoked,Y,USA
312.0,1858.0,M,Unprovoked,Y,AUSTRALIA
313.0,1858.0,M,Unprovoked,N,TOBAGO
314.0,1858.0,M,Invalid,,USA
315.0,1858.0,M,Invalid,,USA
316.0,1859.0,M,Unprovoked,Y,USA
317.0,1860.0,M,Unprovoked,Y,BAHAMAS
318.0,1860.0,M,Sea Disaster,Y,COOK ISLANDS
319.0,1860.0,M,Unprovoked,Y,NEW ZEALAND
320.0,1860.0,M,Unprovoked,N,NEW ZEALAND
321.0,1860.0,M,Unprovoked,N,USA
322.0,1860.0,M,Sea Disaster,Y,CANADA
323.0,1860.0,M,Unprovoked,N,AUSTRALIA
324.0,1861.0,M,Unprovoked,N,AUSTRALIA
325.0,1861.0,M,Unprovoked,Y,EQUATORIAL GUINEA / CAMEROON
326.0,1861.0,M,Unprovoked,N,NEW ZEALAND
327.0,1861.0,M,Unprovoked,N,CUBA
328.0,1861.0,M,Unprovoked,Y,SINGAPORE
329.0,1862.0,M,Unprovoked,Y,JAPAN
330.0,1862.0,F,Unprovoked,N,USA
331.0,1862.0,M,Unprovoked,N,SOUTH AFRICA
332.0,1862.0,M,Unprovoked,N,SOUTH AFRICA
333.0,1862.0,M,Unprovoked,Y,SPAIN
334.0,1862.0,M,Unprovoked,Y,SPAIN
335.0,1862.0,M,Unprovoked,Y,SPAIN
336.0,1862.0,M,Invalid,,SPAIN
337.0,1862.0,F,Unprovoked,N,SPAIN
338.0,1862.0,,Invalid,,NEW ZEALAND
339.0,1862.0,M,Unprovoked,Y,AUSTRALIA
340.0,1862.0,M,Unprovoked,N,NEW ZEALAND
341.0,1863.0,M,Unprovoked,Y,GREECE
342.0,1863.0,M,Unprovoked,Y,CEYLON
343.0,1863.0,M,Unprovoked,Y,CEYLON
344.0,1863.0,M,Unprovoked,Y,ANDAMAN ISLANDS
345.0,1863.0,M,Unprovoked,Y,AUSTRALIA
346.0,1863.0,M,Invalid,,SOUTH AFRICA
347.0,1863.0,M,Unprovoked,N,AUSTRALIA
348.0,1863.0,M,Unprovoked,Y,AUSTRALIA
349.0,1863.0,M,Provoked,N,USA
350.0,1863.0,M,Unprovoked,N,USA
351.0,1863.0,M,Unprovoked,Y,GUINEA
352.0,1864.0,M,Invalid,,AUSTRALIA
353.0,1864.0,M,Unprovoked,Y,INDONESIA
354.0,1864.0,M,Unprovoked,N,NEW ZEALAND
355.0,1864.0,M,Unprovoked,Y,NEW ZEALAND
356.0,1864.0,M,Unprovoked,Y,PANAMA
357.0,1864.0,M,Unprovoked,Y,MAURITIUS
358.0,1864.0,M,Unprovoked,,CHINA
359.0,1864.0,M,Unprovoked,Y,MAURITIUS
360.0,1864.0,M,Unprovoked,Y,SPAIN
361.0,1864.0,M,Unprovoked,Y,MADAGASCAR
362.0,1864.0,M,Unprovoked,N,USA
363.0,1864.0,M,Unprovoked,N,SCOTLAND
364.0,1864.0,M,Provoked,N,FRANCE
365.0,1864.0,M,Sea Disaster,Y,USA
366.0,1865.0,,Boating,N,AUSTRALIA
367.0,1865.0,M,Boating,Y,SOUTH AFRICA
368.0,1865.0,M,Unprovoked,Y,USA
369.0,1865.0,M,Unprovoked,N,USA
370.0,1866.0,M,Invalid,,AUSTRALIA
371.0,1866.0,M,Unprovoked,Y,USA
372.0,1867.0,M,Unprovoked,Y,CUBA
373.0,1867.0,,Boating,N,AUSTRALIA
374.0,1867.0,M,Sea Disaster,Y,CUBA
375.0,1867.0,M,Unprovoked,Y,MEXICO
376.0,1867.0,M,Unprovoked,Y,EGYPT
377.0,1868.0,M,Unprovoked,N,NEW ZEALAND
378.0,1868.0,M,Unprovoked,Y,AUSTRALIA
379.0,1868.0,,Sea Disaster,N,AUSTRALIA
380.0,1868.0,M,Sea Disaster,Y,VIETNAM
381.0,1868.0,M,Unprovoked,Y,INDIA
382.0,1868.0,M,Unprovoked,Y,ITALY
383.0,1869.0,M,Invalid,,
384.0,1869.0,M,Unprovoked,N,AUSTRALIA
385.0,1870.0,M,Invalid,,AUSTRALIA
386.0,1870.0,M,Unprovoked,N,AUSTRALIA
387.0,1870.0,M,Unprovoked,N,INDIA
388.0,1870.0,M,Unprovoked,N,INDIA
389.0,1870.0,M,Unprovoked,N,AUSTRALIA
390.0,1870.0,M,Unprovoked,N,INDIA
391.0,1870.0,M,Unprovoked,N,INDIA
392.0,1870.0,M,Unprovoked,N,USA
393.0,1871.0,M,Unprovoked,N,AUSTRALIA
394.0,1871.0,M,Unprovoked,N,AUSTRALIA
395.0,1871.0,M,Unprovoked,Y,AUSTRALIA
396.0,1871.0,M,Unprovoked,Y,INDIA
397.0,1871.0,M,Invalid,,GUYANA
398.0,1871.0,M,Unprovoked,N,SRI LANKA
399.0,1871.0,M,Provoked,N,USA
400.0,1871.0,M,Unprovoked,N,USA
401.0,1871.0,M,Invalid,,AUSTRALIA
402.0,1872.0,M,Sea Disaster,N,SOUTH ATLANTIC OCEAN
403.0,1872.0,M,Invalid,,Fiji
404.0,1872.0,,Sea Disaster,Y,AUSTRALIA
405.0,1872.0,M,Unprovoked,N,USA
406.0,1872.0,M,Invalid,,CROATIA
407.0,1872.0,M,Sea Disaster,Y,BAHAMAS
408.0,1872.0,M,Invalid,,AZORES
409.0,1872.0,M,Unprovoked,Y,INDIAN OCEAN?
410.0,1873.0,M,Unprovoked,N,CUBA
411.0,1873.0,M,Unprovoked,N,AUSTRALIA
412.0,1873.0,M,Invalid,,AUSTRALIA
413.0,1873.0,M,Provoked,N,USA
414.0,1874.0,M,Unprovoked,N,AUSTRALIA
415.0,1874.0,,Sea Disaster,Y,TUVALU
416.0,1874.0,M,Boating,N,CANADA
417.0,1874.0,M,Sea Disaster,Y,HONDURAS
418.0,1874.0,M,Unprovoked,N,
419.0,1874.0,M,Unprovoked,Y,KIRIBATI
420.0,1874.0,M,Unprovoked,Y,MEXICO
421.0,1874.0,M,Unprovoked,N,USA
422.0,1874.0,M,Unprovoked,N,USA
423.0,1874.0,,Boating,N,FRANCE
424.0,1874.0,,Boating,N,CROATIA
425.0,1875.0,M,Unprovoked,Y,AUSTRALIA
426.0,1874.0,M,Unprovoked,N,AUSTRALIA
427.0,1875.0,M,Invalid,,AUSTRALIA
428.0,1875.0,M,Unprovoked,Y,NEW ZEALAND
429.0,1875.0,,Invalid,,SOUTH AFRICA
430.0,1875.0,M,Unprovoked,N,AUSTRALIA
431.0,1876.0,M,Unprovoked,Y,AUSTRALIA
432.0,1876.0,M,Unprovoked,N,AUSTRALIA
433.0,1876.0,M,Unprovoked,N,ENGLAND
434.0,1876.0,M,Unprovoked,Y,LEBANON
435.0,1876.0,M,Unprovoked,Y,AUSTRALIA
436.0,1876.0,M,Unprovoked,Y,AUSTRALIA
437.0,1876.0,M,Unprovoked,N,USA
438.0,1876.0,M,Unprovoked,Y,GREECE
439.0,1876.0,M,Unprovoked,Y,USA
440.0,1877.0,M,Unprovoked,N,INDIA
441.0,1877.0,M,Invalid,,SOUTH AFRICA
442.0,1877.0,F,Unprovoked,N,AUSTRALIA
443.0,1877.0,M,Unprovoked,Y,AUSTRALIA
444.0,1877.0,M,Unprovoked,N,AUSTRALIA
445.0,1877.0,M,Unprovoked,N,FIJI
446.0,1877.0,M,Unprovoked,N,ITALY
447.0,1877.0,M,Unprovoked,N,AUSTRALIA
448.0,1877.0,M,Provoked,N,AUSTRALIA
449.0,1877.0,M,Invalid,,INDIAN OCEAN
450.0,1877.0,M,Unprovoked,N,AUSTRALIA
451.0,1877.0,M,Unprovoked,Y,AUSTRALIA
452.0,1877.0,M,Unprovoked,N,AUSTRALIA
453.0,1877.0,,Sea Disaster,Y,FIJI
454.0,1878.0,M,Unprovoked,Y,AUSTRALIA
455.0,1878.0,M,Sea Disaster,Y,BRAZIL
456.0,1878.0,M,Sea Disaster,Y,SOUTH AFRICA
457.0,1878.0,M,Unprovoked,N,NEW GUINEA
458.0,1878.0,F,Unprovoked,Y,PHILIPPINES
459.0,1878.0,M,Unprovoked,Y,USA
460.0,1878.0,M,Unprovoked,Y,USA
461.0,1878.0,M,Sea Disaster,Y,SOUTH ATLANTIC OCEAN
462.0,1878.0,M,Sea Disaster,N,SOUTH ATLANTIC OCEAN
463.0,1878.0,M,Provoked,N,USA
464.0,1878.0,M,Unprovoked,Y,
465.0,1878.0,M,Unprovoked,Y,INDONESIA
466.0,1878.0,M,Unprovoked,N,AUSTRALIA
467.0,1879.0,M,Unprovoked,Y,USA
468.0,1879.0,M,Invalid,,AUSTRALIA
469.0,1879.0,M,Unprovoked,Y,NEW ZEALAND
470.0,1879.0,M,Unprovoked,N,USA
471.0,1879.0,M,Sea Disaster,N,FIJI
472.0,1879.0,,Provoked,N,SPAIN
473.0,1879.0,M,Unprovoked,N,AUSTRALIA
474.0,1879.0,M,Unprovoked,Y,INDIA
475.0,1880.0,M,Unprovoked,N,NEW ZEALAND
476.0,1880.0,M,Unprovoked,N,SOLOMON ISLANDS
477.0,1880.0,M,Invalid,,USA
478.0,1880.0,M,Invalid,,SYRIA
479.0,1880.0,F,Unprovoked,N,AUSTRALIA
480.0,1880.0,,Boating,N,AUSTRALIA
481.0,1880.0,M,Unprovoked,Y,INDIA
482.0,1880.0,M,Unprovoked,Y,INDIA
483.0,1880.0,M,Invalid,,MEXICO
484.0,1880.0,F,Unprovoked,N,INDIA
485.0,1880.0,M,Unprovoked,N,INDIA
486.0,1880.0,M,Boating,N,USA
487.0,1880.0,M,Unprovoked,Y,MOZAMBIQUE
488.0,1880.0,M,Sea Disaster,Y,AUSTRALIA
489.0,1880.0,M,Unprovoked,Y,AUSTRALIA
490.0,1881.0,M,Boating,N,ITALY
491.0,1881.0,,Unprovoked,Y,INDIA
492.0,1881.0,M,Unprovoked,Y,USA
493.0,1881.0,M,Unprovoked,N,
494.0,1881.0,M,Unprovoked,N,USA
495.0,1881.0,M,Unprovoked,Y,
496.0,1881.0,M,Unprovoked,Y,USA
497.0,1881.0,M,Invalid,,USA
498.0,1881.0,M,Invalid,,AUSTRALIA
499.0,1882.0,M,Unprovoked,N,AUSTRALIA
500.0,1882.0,M,Unprovoked,N,USA
501.0,1882.0,M,Unprovoked,Y,ATLANTIC OCEAN
502.0,1882.0,M,Unprovoked,Y,AUSTRALIA
503.0,1882.0,M,Unprovoked,Y,AUSTRALIA
504.0,1882.0,M,Unprovoked,Y,AUSTRALIA
505.0,1882.0,M,Unprovoked,Y,AUSTRALIA
506.0,1882.0,M,Unprovoked,N,AUSTRALIA
507.0,1882.0,M,Unprovoked,N,JAPAN
508.0,1882.0,M,Unprovoked,N,NEW ZEALAND
509.0,1882.0,M,Unprovoked,N,NEW ZEALAND
510.0,1882.0,M,Provoked,N,NEW ZEALAND
511.0,1883.0,M,Unprovoked,Y,USA
512.0,1883.0,M,Invalid,,USA
513.0,1883.0,M,Unprovoked,Y,USA
514.0,1883.0,M,Unprovoked,Y,PACIFIC OCEAN
515.0,1883.0,M,Unprovoked,Y,AUSTRALIA
516.0,1883.0,M,Unprovoked,Y,AUSTRALIA
517.0,1883.0,M,Unprovoked,N,AUSTRALIA
518.0,1883.0,M,Provoked,N,GEORGIA
519.0,1883.0,M,Unprovoked,Y,AUSTRALIA
520.0,1883.0,M,Unprovoked,Y,USA
521.0,1883.0,M,Unprovoked,Y,URUGUAY
522.0,1883.0,M,Unprovoked,Y,USA
523.0,1883.0,M,Unprovoked,Y,AUSTRALIA
